Time;MLII;V5
00:00:01.641;-0.295;-0.210
00:00:01.644;-0.300;-0.215
00:00:01.647;-0.295;-0.220
00:00:01.650;-0.285;-0.205
00:00:01.652;-0.275;-0.200
00:00:01.655;-0.265;-0.195
00:00:01.658;-0.265;-0.205
00:00:01.661;-0.265;-0.205
00:00:01.663;-0.255;-0.205
00:00:01.666;-0.250;-0.180
00:00:01.669;-0.240;-0.170
00:00:01.672;-0.225;-0.190
00:00:01.675;-0.215;-0.190
00:00:01.677;-0.240;-0.200
00:00:01.680;-0.245;-0.185
00:00:01.683;-0.240;-0.165
00:00:01.686;-0.245;-0.145
00:00:01.688;-0.235;-0.145
00:00:01.691;-0.245;-0.170
00:00:01.694;-0.250;-0.175
00:00:01.697;-0.275;-0.170
00:00:01.700;-0.275;-0.165
00:00:01.702;-0.265;-0.150
00:00:01.705;-0.250;-0.160
00:00:01.708;-0.225;-0.175
00:00:01.711;-0.220;-0.190
00:00:01.713;-0.230;-0.190
00:00:01.716;-0.265;-0.185
00:00:01.719;-0.270;-0.185
00:00:01.722;-0.280;-0.175
00:00:01.725;-0.285;-0.195
00:00:01.727;-0.305;-0.215
00:00:01.730;-0.320;-0.205
00:00:01.733;-0.340;-0.200
00:00:01.736;-0.330;-0.195
00:00:01.738;-0.335;-0.205
00:00:01.741;-0.335;-0.210
00:00:01.744;-0.355;-0.220
00:00:01.747;-0.370;-0.215
00:00:01.750;-0.360;-0.210
00:00:01.752;-0.345;-0.205
00:00:01.755;-0.350;-0.200
00:00:01.758;-0.355;-0.210
00:00:01.761;-0.365;-0.220
00:00:01.763;-0.375;-0.220
00:00:01.766;-0.380;-0.220
00:00:01.769;-0.370;-0.200
00:00:01.772;-0.365;-0.205
00:00:01.775;-0.365;-0.215
00:00:01.777;-0.380;-0.225
00:00:01.780;-0.385;-0.220
00:00:01.783;-0.380;-0.215
00:00:01.786;-0.375;-0.205
00:00:01.788;-0.355;-0.220
00:00:01.791;-0.370;-0.225
00:00:01.794;-0.390;-0.240
00:00:01.797;-0.405;-0.260
00:00:01.800;-0.410;-0.280
00:00:01.802;-0.435;-0.300
00:00:01.805;-0.465;-0.345
00:00:01.808;-0.490;-0.375
00:00:01.811;-0.520;-0.345
00:00:01.813;-0.555;-0.260
00:00:01.816;-0.570;-0.125
00:00:01.819;-0.525;0.025
00:00:01.822;-0.405;0.145
00:00:01.825;-0.250;0.260
00:00:01.827;-0.090;0.375
00:00:01.830;0.120;0.505
00:00:01.833;0.410;0.635
00:00:01.836;0.690;0.705
00:00:01.838;0.885;0.610
00:00:01.841;0.960;0.320
00:00:01.844;0.850;-0.045
00:00:01.847;0.520;-0.250
00:00:01.850;0.050;-0.270
00:00:01.852;-0.320;-0.240
00:00:01.855;-0.500;-0.240
00:00:01.858;-0.505;-0.250
00:00:01.861;-0.445;-0.255
00:00:01.863;-0.415;-0.245
00:00:01.866;-0.395;-0.245
00:00:01.869;-0.390;-0.245
00:00:01.872;-0.395;-0.255
00:00:01.875;-0.390;-0.260
00:00:01.877;-0.395;-0.260
00:00:01.880;-0.405;-0.270
00:00:01.883;-0.395;-0.245
00:00:01.886;-0.405;-0.245
00:00:01.888;-0.390;-0.250
00:00:01.891;-0.395;-0.265
00:00:01.894;-0.395;-0.270
00:00:01.897;-0.410;-0.270
00:00:01.900;-0.405;-0.265
00:00:01.902;-0.400;-0.260
00:00:01.905;-0.400;-0.260
00:00:01.908;-0.415;-0.270
00:00:01.911;-0.405;-0.280
00:00:01.913;-0.420;-0.280
00:00:01.916;-0.415;-0.270
00:00:01.919;-0.405;-0.255
00:00:01.922;-0.405;-0.265
00:00:01.925;-0.420;-0.280
00:00:01.927;-0.420;-0.290
00:00:01.930;-0.435;-0.275
00:00:01.933;-0.420;-0.265
00:00:01.936;-0.410;-0.255
00:00:01.938;-0.410;-0.260
00:00:01.941;-0.405;-0.260
00:00:01.944;-0.425;-0.280
00:00:01.947;-0.430;-0.280
00:00:01.950;-0.420;-0.265
00:00:01.952;-0.415;-0.260
00:00:01.955;-0.410;-0.255
00:00:01.958;-0.410;-0.260
00:00:01.961;-0.425;-0.275
00:00:01.963;-0.420;-0.270
00:00:01.966;-0.400;-0.275
00:00:01.969;-0.395;-0.265
00:00:01.972;-0.400;-0.265
00:00:01.975;-0.400;-0.270
00:00:01.977;-0.395;-0.280
00:00:01.980;-0.415;-0.285
00:00:01.983;-0.405;-0.280
00:00:01.986;-0.390;-0.255
00:00:01.988;-0.400;-0.270
00:00:01.991;-0.400;-0.280
00:00:01.994;-0.415;-0.290
00:00:01.997;-0.425;-0.290
00:00:02.000;-0.425;-0.270
00:00:02.002;-0.415;-0.270
00:00:02.005;-0.415;-0.285
00:00:02.008;-0.410;-0.300
00:00:02.011;-0.425;-0.300
00:00:02.013;-0.425;-0.300
00:00:02.016;-0.420;-0.295
00:00:02.019;-0.415;-0.275
00:00:02.022;-0.400;-0.295
00:00:02.025;-0.400;-0.300
00:00:02.027;-0.410;-0.310
00:00:02.030;-0.425;-0.310
00:00:02.033;-0.410;-0.315
00:00:02.036;-0.405;-0.310
00:00:02.038;-0.395;-0.310
00:00:02.041;-0.400;-0.335
00:00:02.044;-0.400;-0.345
00:00:02.047;-0.405;-0.355
00:00:02.050;-0.385;-0.350
00:00:02.052;-0.400;-0.345
00:00:02.055;-0.390;-0.360
00:00:02.058;-0.390;-0.370
00:00:02.061;-0.400;-0.375
00:00:02.063;-0.415;-0.385
00:00:02.066;-0.405;-0.370
00:00:02.069;-0.405;-0.370
00:00:02.072;-0.410;-0.385
00:00:02.075;-0.415;-0.400
00:00:02.077;-0.420;-0.415
00:00:02.080;-0.420;-0.405
00:00:02.083;-0.425;-0.410
00:00:02.086;-0.415;-0.390
00:00:02.088;-0.415;-0.405
00:00:02.091;-0.410;-0.410
00:00:02.094;-0.435;-0.425
00:00:02.097;-0.430;-0.420
00:00:02.100;-0.435;-0.410
00:00:02.102;-0.420;-0.405
00:00:02.105;-0.420;-0.400
00:00:02.108;-0.420;-0.400
00:00:02.111;-0.420;-0.405
00:00:02.113;-0.425;-0.385
00:00:02.116;-0.425;-0.365
00:00:02.119;-0.415;-0.345
00:00:02.122;-0.395;-0.335
00:00:02.125;-0.395;-0.325
00:00:02.127;-0.390;-0.310
00:00:02.130;-0.375;-0.295
00:00:02.133;-0.360;-0.275
00:00:02.136;-0.340;-0.255
00:00:02.138;-0.335;-0.250
00:00:02.141;-0.330;-0.240
00:00:02.144;-0.335;-0.245
00:00:02.147;-0.335;-0.230
00:00:02.150;-0.325;-0.205
00:00:02.152;-0.320;-0.200
00:00:02.155;-0.305;-0.200
00:00:02.158;-0.305;-0.205
00:00:02.161;-0.315;-0.210
00:00:02.163;-0.310;-0.220
00:00:02.166;-0.305;-0.195
00:00:02.169;-0.300;-0.190
00:00:02.172;-0.300;-0.200
00:00:02.175;-0.300;-0.200
00:00:02.177;-0.310;-0.210
00:00:02.180;-0.310;-0.200
00:00:02.183;-0.310;-0.190
00:00:02.186;-0.315;-0.175
00:00:02.188;-0.300;-0.200
00:00:02.191;-0.305;-0.205
00:00:02.194;-0.315;-0.210
00:00:02.197;-0.320;-0.200
00:00:02.200;-0.325;-0.200
00:00:02.202;-0.310;-0.180
00:00:02.205;-0.305;-0.190
00:00:02.208;-0.305;-0.190
00:00:02.211;-0.320;-0.205
00:00:02.213;-0.325;-0.205
00:00:02.216;-0.305;-0.195
00:00:02.219;-0.310;-0.185
00:00:02.222;-0.295;-0.190
00:00:02.225;-0.310;-0.190
00:00:02.227;-0.325;-0.210
00:00:02.230;-0.330;-0.210
00:00:02.233;-0.320;-0.205
00:00:02.236;-0.320;-0.205
00:00:02.238;-0.320;-0.200
00:00:02.241;-0.325;-0.215
00:00:02.244;-0.350;-0.225
00:00:02.247;-0.350;-0.210
00:00:02.250;-0.340;-0.210
00:00:02.252;-0.335;-0.210
